CPU,Min_Cores,Max_Cores,Max_Clock(MHz),Process(NM),TDP(Watts),Release,Release_Year,CPU_HPI
Z-60,2,2,1000,40.0,5,"Oct 9th, 2012",2012,50.0
Z-01,2,2,1000,40.0,6,"Jun 1st, 2011",2011,50.0
Xeon X5698,2,4,4400,32.0,130,"Feb 14th, 2011",2011,550.0
Xeon X5690,6,12,3733,32.0,130,"Feb 14th, 2011",2011,1399.875
Xeon X5687,4,8,3866,32.0,130,"Feb 14th, 2011",2011,966.5
Xeon X5680,6,12,3600,32.0,130,"Feb 14th, 2010",2010,1350.0
Xeon X5677,4,8,3733,32.0,130,"Mar 16th, 2010",2010,933.25
Xeon X5675,6,12,3466,32.0,95,"Feb 14th, 2011",2011,1299.75
Xeon X5672,4,8,3600,32.0,95,"Feb 14th, 2011",2011,900.0
Xeon X5670,6,12,3333,32.0,95,"Mar 16th, 2010",2010,1249.875
Xeon X5667,4,8,3466,32.0,95,"Mar 16th, 2010",2010,866.5
Xeon X5660,6,12,3200,32.0,95,"Mar 16th, 2010",2010,1200.0
Xeon X5650,6,12,3066,32.0,95,"Mar 16th, 2010",2010,1149.75
Xeon X5647,4,8,3200,32.0,130,"Feb 14th, 2011",2011,800.0
Xeon W3690,6,12,3733,32.0,130,"Feb 14th, 2011",2011,1399.875
Xeon W3680,6,12,3600,32.0,130,"Mar 16th, 2010",2010,1350.0
Xeon W3670,6,12,3466,32.0,130,"Aug 29th, 2010",2010,1299.75
Xeon W3530,4,8,3066,45.0,130,"Mar 16th, 2010",2010,545.0666666666667
Xeon W3505,2,2,2533,45.0,130,"Mar 30th, 2009",2009,112.57777777777778
Xeon W3503,2,2,2400,45.0,130,"Mar 30th, 2009",2009,106.66666666666667
Xeon W-3375,38,76,4000,10.0,270,"Jul 29th, 2021",2021,30400.0
Xeon W-3365,32,64,4000,10.0,270,"Jul 29th, 2021",2021,25600.0
Xeon W-3345,24,48,4000,10.0,250,"Jul 29th, 2021",2021,19200.0
Xeon W-3335,16,32,4000,10.0,250,"Jul 29th, 2021",2021,12800.0
Xeon W-3323,12,24,4000,10.0,220,"Jul 29th, 2021",2021,9600.0
Xeon W-3175X,28,56,4300,14.0,255,"Dec 19th, 2018",2018,17200.0
Xeon W-2195,18,36,4300,14.0,140,"Aug 29th, 2017",2017,11057.142857142857
Xeon W-2191B,18,36,4300,14.0,140,"Dec 21st, 2017",2017,11057.142857142857
Xeon W-2175,14,28,4300,14.0,140,"Oct 15th, 2017",2017,8600.0
Xeon W-2170B,14,28,4300,14.0,140,"Dec 21st, 2017",2017,8600.0
Xeon W-2155,10,20,4500,14.0,140,"Aug 29th, 2017",2017,6428.571428571428
Xeon W-2150B,10,20,4500,14.0,120,"Dec 21st, 2017",2017,6428.571428571428
Xeon W-2135,6,12,4500,14.0,140,"Aug 29th, 2017",2017,3857.1428571428573
Xeon W-2133,6,12,3900,14.0,140,"Aug 29th, 2017",2017,3342.8571428571427
Xeon W-2125,4,8,4500,14.0,120,"Aug 29th, 2017",2017,2571.4285714285716
Xeon W-2123,4,8,3900,14.0,120,"Aug 29th, 2017",2017,2228.5714285714284
Xeon W-2104,4,4,3200,14.0,120,"Aug 29th, 2017",2017,914.2857142857143
Xeon W-2102,4,4,2900,14.0,120,"Aug 29th, 2017",2017,828.5714285714286
Xeon W-1290P,10,20,5300,10.0,125,"May 13th, 2020",2020,10600.0
Xeon W-1290,10,20,5200,14.0,80,"May 13th, 2020",2020,7428.571428571428
Xeon W-11955M,8,16,5000,10.0,35,"May 11th, 2021",2021,8000.0
Xeon W-11855M,6,12,4900,10.0,35,"May 11th, 2021",2021,5880.0
Xeon Silver 4316,20,40,3400,10.0,150,"Apr 6th, 2021",2021,13600.0
Xeon Silver 4314,16,32,3400,10.0,135,"Apr 6th, 2021",2021,10880.0
Xeon Silver 4310T,10,20,3400,10.0,105,"Apr 6th, 2021",2021,6800.0
Xeon Silver 4310,12,24,3300,10.0,120,"Apr 6th, 2021",2021,7920.0
Xeon Silver 4309Y,8,16,3600,10.0,105,"Apr 6th, 2021",2021,5760.0
Xeon Silver 4116,12,24,3000,14.0,85,"Jul 11th, 2017",2017,5142.857142857143
Xeon Platinum 9282,56,112,3800,14.0,400,"Apr 2nd, 2019",2019,30400.0
Xeon Platinum 9242,48,96,3800,14.0,350,"Apr 2nd, 2019",2019,26057.14285714286
Xeon Platinum 9222,32,64,3700,14.0,250,"Apr 2nd, 2019",2019,16914.285714285714
Xeon Platinum 9221,32,64,3700,14.0,250,"Apr 2nd, 2019",2019,16914.285714285714
Xeon Platinum 8490H,60,120,3500,10.0,350,2023,2023,42000.0
Xeon Platinum 8480,56,112,3800,10.0,350,2023,2023,42560.0
Xeon Platinum 8380HL,28,56,4300,14.0,250,"Apr 6th, 2021",2021,17200.0
Xeon Platinum 8380H,28,56,4300,14.0,250,"Apr 6th, 2021",2021,17200.0
Xeon Platinum 8380,40,80,3400,10.0,270,"Apr 6th, 2021",2021,27200.0
Xeon Platinum 8376HL,28,56,4300,14.0,205,"Apr 6th, 2021",2021,17200.0
Xeon Platinum 8376H,28,56,4300,14.0,205,"Apr 6th, 2021",2021,17200.0
Xeon Platinum 8368Q,38,76,3700,10.0,270,"Apr 6th, 2021",2021,28120.0
Xeon Platinum 8368,38,76,3400,10.0,270,"Apr 6th, 2021",2021,25840.0
Xeon Platinum 8362,32,64,3600,10.0,265,"Apr 6th, 2021",2021,23040.0
Xeon Platinum 8360Y,36,72,3500,10.0,250,"Apr 6th, 2021",2021,25200.0
Xeon Platinum 8360HL,24,48,4200,14.0,225,"Apr 6th, 2021",2021,14400.0
Xeon Platinum 8360H,24,48,4200,14.0,225,"Apr 6th, 2021",2021,14400.0
Xeon Platinum 8358P,32,64,3400,10.0,240,"Apr 6th, 2021",2021,21760.0
Xeon Platinum 8358,32,64,3400,10.0,250,"Apr 6th, 2021",2021,21760.0
Xeon Platinum 8356H,8,16,4400,14.0,190,"Apr 6th, 2021",2021,5028.571428571428
Xeon Platinum 8354H,18,36,4300,14.0,205,"Apr 6th, 2021",2021,11057.142857142857
Xeon Platinum 8353H,18,36,3800,14.0,150,"Apr 6th, 2021",2021,9771.42857142857
Xeon Platinum 8352V,36,72,3500,10.0,195,"Apr 6th, 2021",2021,25200.0
Xeon Platinum 8352S,32,64,3400,10.0,205,"Apr 6th, 2021",2021,21760.0
Xeon Platinum 8352M,32,64,3500,10.0,185,"Apr 6th, 2021",2021,22400.0
Xeon Platinum 8351N,36,72,3500,10.0,225,"Apr 6th, 2021",2021,25200.0
Xeon Platinum 8280M,28,56,4000,14.0,205,"Dec 11th, 2018",2018,16000.0
Xeon Platinum 8280,28,56,4000,14.0,205,"Dec 11th, 2018",2018,16000.0
Xeon Platinum 8276,28,56,4000,14.0,165,"Dec 11th, 2018",2018,16000.0
Xeon Platinum 8270,26,52,4000,14.0,205,"Dec 11th, 2018",2018,14857.142857142857
Xeon Platinum 8268,24,48,3900,14.0,205,"Dec 11th, 2018",2018,13371.42857142857
Xeon Platinum 8260M,24,48,3900,14.0,165,"Dec 11th, 2018",2018,13371.42857142857
Xeon Platinum 8260,24,48,3900,14.0,165,"Dec 11th, 2018",2018,13371.42857142857
Xeon Platinum 8253,16,32,3000,14.0,125,"Dec 11th, 2018",2018,6857.142857142857
Xeon Platinum 8180M,28,56,3800,14.0,205,"Jul 11th, 2017",2017,15200.0
Xeon Platinum 8180,28,56,3800,14.0,205,"Jul 11th, 2017",2017,15200.0
Xeon Phi SE10X,61,244,1100,22.0,300,"Nov 12th, 2012",2012,12200.0
Xeon Phi SE10P,61,244,1100,22.0,300,"Nov 12th, 2012",2012,12200.0
Xeon Phi 7295,72,288,1500,14.0,320,"Dec 1st, 2017",2017,30857.14285714286
Xeon Phi 7290F,72,288,1500,14.0,260,"Jun 20th, 2016",2016,30857.14285714286
Xeon Phi 7290,72,288,1500,14.0,245,"Jun 20th, 2016",2016,30857.14285714286
Xeon Phi 7285,68,272,1300,14.0,250,"Dec 1st, 2017",2017,25257.14285714286
Xeon Phi 7250F,68,272,1400,14.0,230,"Jun 20th, 2016",2016,27200.0
Xeon Phi 7250,68,272,1400,14.0,215,"Jun 20th, 2016",2016,27200.0
Xeon Phi 7235,64,256,1300,14.0,250,"Dec 1st, 2017",2017,23771.428571428572
Xeon Phi 7230F,64,256,1300,14.0,230,"Jun 20th, 2016",2016,23771.428571428572
Xeon Phi 7230,64,256,1300,14.0,215,"Jun 20th, 2016",2016,23771.428571428572
Xeon Phi 7210F,64,256,1300,14.0,230,"Jun 20th, 2016",2016,23771.428571428572
Xeon Phi 7210,64,256,1300,14.0,215,"Jun 20th, 2016",2016,23771.428571428572
Xeon Phi 7120X,61,244,1238,22.0,300,"Jun 17th, 2013",2013,13730.545454545454
Xeon Phi 7120P,61,244,1238,22.0,300,"Jun 17th, 2013",2013,13730.545454545454
Xeon Phi 7120D,61,244,1238,22.0,270,"Mar 1st, 2014",2014,13730.545454545454
Xeon Phi 7120A,61,244,1238,22.0,300,"Apr 6th, 2014",2014,13730.545454545454
Xeon Phi 7110X,61,244,1250,22.0,300,"Nov 12th, 2012",2012,13863.636363636364
Xeon Phi 7110P,61,244,1250,22.0,300,"Nov 12th, 2012",2012,13863.636363636364
Xeon Phi 5120D,60,240,1053,22.0,245,"Jun 17th, 2013",2013,11487.272727272728
Xeon Phi 5110P,60,240,1053,22.0,225,"Nov 12th, 2012",2012,11487.272727272728
Xeon Phi 31S1P,57,228,1100,22.0,270,"Jun 17th, 2013",2013,11400.0
Xeon Phi 3120P,57,228,1100,22.0,300,"Jun 17th, 2013",2013,11400.0
Xeon Phi 3120A,57,228,1100,22.0,300,"Jun 17th, 2013",2013,11400.0
Xeon Phi 3110X,61,244,1053,22.0,300,"Nov 12th, 2012",2012,11678.727272727272
Xeon MP 7041 Dual-Core,2,2,3000,90.0,135,"Dec 1st, 2005",2005,66.66666666666667
Xeon MP 7040 Dual-Core,2,2,3000,90.0,135,"Dec 1st, 2005",2005,66.66666666666667
Xeon MP 7030 Dual-Core,2,2,2800,90.0,135,"Dec 1st, 2005",2005,62.22222222222222
Xeon MP 7030 Dual-Core,2,2,2833,90.0,135,"Dec 1st, 2005",2005,62.955555555555556
Xeon MP 7020 Dual-Core,2,2,2667,90.0,135,"Dec 1st, 2005",2005,59.266666666666666
Xeon MP 3.66,1,1,3667,90.0,135,"Mar 29th, 2005",2005,40.74444444444445
Xeon MP 3.50,1,1,3500,90.0,135,"Mar 29th, 2005",2005,38.888888888888886
Xeon MP 3.33,1,1,3333,90.0,135,"Mar 29th, 2005",2005,37.03333333333333
Xeon MP 3.33,1,1,3333,90.0,135,"Mar 29th, 2005",2005,37.03333333333333
Xeon MP 3.33,1,1,3334,90.0,135,"Mar 29th, 2005",2005,37.044444444444444
Xeon MP 3.16,1,1,3167,90.0,135,"Mar 29th, 2005",2005,35.18888888888889
Xeon MP 3.16,1,1,3167,90.0,135,"Mar 29th, 2005",2005,35.18888888888889
Xeon MP 3.16,1,1,3167,90.0,135,"Mar 29th, 2005",2005,35.18888888888889
Xeon MP 3.00,1,1,3000,90.0,135,"Mar 29th, 2005",2005,33.333333333333336
Xeon MP 3.00,1,1,3000,90.0,135,"Mar 29th, 2005",2005,33.333333333333336
Xeon MP 2.83,1,1,2833,90.0,129,"Mar 29th, 2005",2005,31.477777777777778
Xeon MP 2.83,1,1,2833,90.0,135,"Mar 29th, 2005",2005,31.477777777777778
Xeon L5640,6,12,2800,32.0,60,"Mar 16th, 2010",2010,1050.0
Xeon L5638,6,12,2400,32.0,60,"Mar 16th, 2010",2010,900.0
Xeon L5630,4,8,2400,32.0,40,"Mar 16th, 2010",2010,600.0
Xeon L5618,4,8,2266,32.0,40,"Mar 16th, 2010",2010,566.5
Xeon L5609,4,4,1866,32.0,40,"Mar 16th, 2010",2010,233.25
Xeon L5508,2,4,2400,45.0,38,"Mar 30th, 2009",2009,213.33333333333334
Xeon Gold 6354,18,36,3600,10.0,205,"Apr 6th, 2021",2021,12960.0
Xeon Gold 6348H,24,48,4200,14.0,165,"Apr 6th, 2021",2021,14400.0
Xeon Gold 6348,28,56,3500,10.0,235,"Apr 6th, 2021",2021,19600.0
Xeon Gold 6346,16,32,3600,10.0,205,"Apr 6th, 2021",2021,11520.0
Xeon Gold 6342,24,48,3500,10.0,230,"Apr 6th, 2021",2021,16800.0
Xeon Gold 6338T,24,48,3400,10.0,165,"Apr 6th, 2021",2021,16320.0
Xeon Gold 6338N,32,64,3500,10.0,185,"Apr 6th, 2021",2021,22400.0
Xeon Gold 6336Y,24,48,3600,10.0,185,"Apr 6th, 2021",2021,17280.0
Xeon Gold 6334,8,16,3700,10.0,165,"Apr 6th, 2021",2021,5920.0
Xeon Gold 6330H,24,48,3700,14.0,150,"Apr 6th, 2021",2021,12685.714285714286
Xeon Gold 6330,28,56,3100,10.0,205,"Apr 6th, 2021",2021,17360.0
Xeon Gold 6328HL,16,32,4300,14.0,165,"Apr 6th, 2021",2021,9828.57142857143
Xeon Gold 6328H,16,32,4300,14.0,165,"Apr 6th, 2021",2021,9828.57142857143
Xeon Gold 6326,16,32,3500,10.0,185,"Apr 6th, 2021",2021,11200.0
Xeon Gold 6314U,32,64,3400,10.0,205,"Apr 6th, 2021",2021,21760.0
Xeon Gold 6312U,24,48,3600,10.0,185,"Apr 6th, 2021",2021,17280.0
Xeon Gold 6154,18,36,3700,14.0,200,"Jul 11th, 2017",2017,9514.285714285714
Xeon Gold 5320T,20,40,3500,10.0,150,"Apr 6th, 2021",2021,14000.0
Xeon Gold 5320H,20,40,4200,14.0,150,"Apr 6th, 2021",2021,12000.0
Xeon Gold 5320,26,52,3400,10.0,185,"Apr 6th, 2021",2021,17680.0
Xeon Gold 5318Y,24,48,3400,10.0,165,"Apr 6th, 2021",2021,16320.0
Xeon Gold 5318S,24,48,3400,10.0,165,"Apr 6th, 2021",2021,16320.0
Xeon Gold 5318N,24,48,3400,10.0,150,"Apr 6th, 2021",2021,16320.0
Xeon Gold 5318H,18,36,3800,14.0,150,"Apr 6th, 2021",2021,9771.42857142857
Xeon Gold 5317,12,24,3600,10.0,150,"Apr 6th, 2021",2021,8640.0
Xeon Gold 5315Y,8,16,3600,10.0,140,"Apr 6th, 2021",2021,5760.0
Xeon E7-8891 v3,10,20,3500,22.0,165,"Jun 1st, 2015",2015,3181.818181818182
Xeon E7-8890 v3,18,36,3300,22.0,165,"Jun 1st, 2015",2015,5400.0
Xeon E7-8880L v3,18,36,2800,22.0,115,"Jun 1st, 2015",2015,4581.818181818182
Xeon E7-8880 v3,18,36,3100,22.0,150,"Jun 1st, 2015",2015,5072.727272727273
Xeon E7-8870 v3,18,36,2900,22.0,140,"Jun 1st, 2015",2015,4745.454545454545
Xeon E7-8870,10,20,2800,32.0,130,"Apr 3rd, 2011",2011,1750.0
Xeon E7-8867 v3,16,32,3300,22.0,165,"Jun 1st, 2015",2015,4800.0
Xeon E7-8860 v3,16,32,3200,22.0,140,"Jun 1st, 2015",2015,4654.545454545455
Xeon E7-8860,10,20,2667,32.0,130,"Apr 3rd, 2011",2011,1666.875
Xeon E7-8850,10,20,2400,32.0,130,"Apr 3rd, 2011",2011,1500.0
Xeon E7-4850 v3,14,28,2800,22.0,115,"Jun 1st, 2015",2015,3563.6363636363635
Xeon E7-4830 v3,12,24,2700,22.0,115,"Jun 1st, 2015",2015,2945.4545454545455
Xeon E7-4820 v3,10,20,1900,22.0,115,"Jun 1st, 2015",2015,1727.2727272727273
Xeon E7-4809 v3,8,16,2000,22.0,115,"Jun 1st, 2015",2015,1454.5454545454545
Xeon E5649,6,12,2800,32.0,80,"Feb 14th, 2011",2011,1050.0
Xeon E5645,6,12,2666,32.0,80,"Mar 16th, 2010",2010,999.75
Xeon E5640,4,8,2933,32.0,80,"Mar 16th, 2010",2010,733.25
Xeon E5630,4,8,2800,32.0,80,"Mar 16th, 2010",2010,700.0
Xeon E5620,4,8,2666,32.0,80,"Mar 16th, 2010",2010,666.5
Xeon E5607,4,4,2266,32.0,80,"Feb 14th, 2011",2011,283.25
Xeon E5606,4,4,2133,32.0,80,"Feb 14th, 2011",2011,266.625
Xeon E5603,4,4,1600,32.0,80,"Feb 14th, 2011",2011,200.0
Xeon E5507,4,4,2266,45.0,80,"Mar 16th, 2010",2010,201.42222222222222
Xeon E5503,2,2,2000,45.0,80,"Mar 16th, 2010",2010,88.88888888888889
Xeon E5502,2,2,1866,45.0,80,"Mar 30th, 2009",2009,82.93333333333334
Xeon E5-4669 V3,18,36,2900,22.0,135,"Jun 1st, 2015",2015,4745.454545454545
Xeon E5-4667 V3,16,32,2900,22.0,135,"Jun 1st, 2015",2015,4218.181818181818
Xeon E5-4660 V3,14,28,2900,22.0,120,"Jun 1st, 2015",2015,3690.909090909091
Xeon E5-4655 V3,6,12,3200,22.0,135,"Jun 1st, 2015",2015,1745.4545454545455
Xeon E5-4650L,8,16,3100,32.0,115,"May 14th, 2012",2012,1550.0
Xeon E5-4650 V3,12,24,2800,22.0,105,"Jun 1st, 2015",2015,3054.5454545454545
Xeon E5-4650,8,16,3300,32.0,130,"May 14th, 2012",2012,1650.0
Xeon E5-4648 V3,12,24,2200,22.0,105,"Jun 1st, 2015",2015,2400.0
Xeon E5-4640 V3,12,24,2600,22.0,105,"Jun 1st, 2015",2015,2836.3636363636365
Xeon E5-4640,8,16,2800,32.0,95,"May 14th, 2012",2012,1400.0
Xeon E5-4627 V3,10,20,3200,22.0,135,"Jun 1st, 2015",2015,2909.090909090909
Xeon E5-4620 V3,10,20,2600,22.0,105,"Jun 1st, 2015",2015,2363.6363636363635
Xeon E5-4620,8,16,2600,32.0,130,"May 14th, 2012",2012,1300.0
Xeon E5-4617,6,12,3400,32.0,130,"May 14th, 2012",2012,1275.0
Xeon E5-4610 V3,10,20,1700,22.0,105,"Jun 1st, 2015",2015,1545.4545454545455
Xeon E5-4610,6,12,2900,32.0,130,"May 14th, 2012",2012,1087.5
Xeon E5-4607,6,12,2200,32.0,95,"May 14th, 2012",2012,825.0
Xeon E5-4603,4,8,2000,32.0,95,"May 14th, 2012",2012,500.0
Xeon E5-2699 V3,18,36,3600,22.0,145,"Sep 8th, 2014",2014,5890.909090909091
Xeon E5-2698B V3,16,32,3400,22.0,135,Jan 2015,2015,4945.454545454545
Xeon E5-2698A V3,16,32,3200,22.0,165,"Nov 18th, 2014",2014,4654.545454545455
Xeon E5-2698 V3,16,32,3600,22.0,135,"Sep 8th, 2014",2014,5236.363636363636
Xeon E5-2697 V3,14,28,3600,22.0,145,"Sep 8th, 2014",2014,4581.818181818182
Xeon E5-2697 v2,12,24,3500,22.0,130,"Sep 1st, 2013",2013,3818.181818181818
Xeon E5-2696 V3,18,36,3800,22.0,145,"Sep 8th, 2014",2014,6218.181818181818
Xeon E5-2695 V3,14,28,3300,22.0,120,"Sep 8th, 2014",2014,4200.0
Xeon E5-2695 v2,12,24,3200,22.0,115,"Sep 1st, 2013",2013,3490.909090909091
Xeon E5-2693 V3,12,24,3400,22.0,160,Never Released,2014,3709.090909090909
Xeon E5-2692 V3,12,24,3600,22.0,165,"Sep 8th, 2014",2014,3927.2727272727275
Xeon E5-2692 v2,12,24,3000,22.0,100,"Sep 1st, 2013",2013,3272.7272727272725
Xeon E5-2690 V3,12,24,3500,22.0,135,"Sep 8th, 2014",2014,3818.181818181818
Xeon E5-2690 v2,10,20,3800,22.0,130,"Sep 1st, 2013",2013,3454.5454545454545
Xeon E5-2690,8,16,3800,32.0,135,"Mar 6th, 2012",2012,1900.0
Xeon E5-2687W V3,10,20,3500,22.0,160,"Sep 8th, 2014",2014,3181.818181818182
Xeon E5-2687W v2,8,16,4000,22.0,130,"Sep 1st, 2013",2013,2909.090909090909
Xeon E5-2687W,8,16,3800,32.0,150,"Mar 6th, 2012",2012,1900.0
Xeon E5-2686 V3,18,36,3500,22.0,120,"Sep 8th, 2014",2014,5727.272727272727
Xeon E5-2685 V3,12,12,3300,22.0,120,"Sep 8th, 2014",2014,1800.0
Xeon E5-2683 V3,14,28,3000,22.0,120,"Sep 8th, 2014",2014,3818.181818181818
Xeon E5-2680 V3,12,24,3300,22.0,120,"Sep 8th, 2014",2014,3600.0
Xeon E5-2680 v2,10,20,3600,22.0,115,"Sep 1st, 2013",2013,3272.7272727272725
Xeon E5-2680,8,16,3500,32.0,130,"Mar 6th, 2012",2012,1750.0
Xeon E5-2678 V3,12,24,3300,22.0,120,2015,2015,3600.0
Xeon E5-2676 V3,12,24,3000,22.0,120,Jun 2015,2015,3272.7272727272725
Xeon E5-2675 V3,16,32,2300,22.0,110,"Sep 8th, 2014",2014,3345.4545454545455
Xeon E5-2673 V3,12,24,3100,22.0,105,"Sep 8th, 2014",2014,3381.818181818182
Xeon E5-2670 V3,12,24,3100,22.0,120,"Sep 8th, 2014",2014,3381.818181818182
Xeon E5-2670 v2,10,20,3300,22.0,115,"Sep 1st, 2013",2013,3000.0
Xeon E5-2670,8,16,3300,32.0,115,"Mar 6th, 2012",2012,1650.0
Xeon E5-2669 V3,12,24,3100,22.0,120,2015,2015,3381.818181818182
Xeon E5-2667 v2,8,16,3300,22.0,130,"Sep 1st, 2013",2013,2400.0
Xeon E5-2667,6,12,3500,32.0,130,"Mar 6th, 2012",2012,1312.5
Xeon E5-2666 V3,10,20,3500,22.0,135,"Nov 13th, 2014",2014,3181.818181818182
Xeon E5-2665,8,16,3100,32.0,115,"Mar 6th, 2012",2012,1550.0
Xeon E5-2663 V3,10,20,3500,22.0,105,"Sep 8th, 2014",2014,3181.818181818182
Xeon E5-2660 V3,10,20,3300,22.0,105,"Sep 8th, 2014",2014,3000.0
Xeon E5-2660 v2,10,20,3000,22.0,95,"Sep 1st, 2013",2013,2727.2727272727275
Xeon E5-2660,8,16,3000,32.0,95,"Mar 6th, 2012",2012,1500.0
Xeon E5-2658A V3,12,24,2900,22.0,105,2015,2015,3163.6363636363635
Xeon E5-2658 V3,12,24,2900,22.0,105,"Sep 8th, 2014",2014,3163.6363636363635
Xeon E5-2658,8,16,2400,32.0,95,"Mar 6th, 2012",2012,1200.0
Xeon E5-2652 V3,10,20,2800,22.0,105,"Sep 8th, 2014",2014,2545.4545454545455
Xeon E5-2650L V3,12,24,2500,22.0,65,"Sep 8th, 2014",2014,2727.2727272727275
Xeon E5-2650L v2,10,20,1700,22.0,70,"Sep 1st, 2013",2013,1545.4545454545455
Xeon E5-2650L,8,16,2300,32.0,70,"Mar 6th, 2012",2012,1150.0
Xeon E5-2650 V3,10,20,3000,22.0,105,"Sep 8th, 2014",2014,2727.2727272727275
Xeon E5-2650 v2,8,16,3400,22.0,95,"Sep 1st, 2013",2013,2472.7272727272725
Xeon E5-2650,8,16,2800,32.0,95,"Mar 6th, 2012",2012,1400.0
Xeon E5-2649 V3,10,20,3000,22.0,105,"Sep 8th, 2014",2014,2727.2727272727275
Xeon E5-2648L V3,12,24,2500,22.0,75,"Sep 8th, 2014",2014,2727.2727272727275
Xeon E5-2648L,8,16,2300,32.0,70,"Mar 6th, 2012",2012,1150.0
Xeon E5-2643 v2,6,12,3500,22.0,130,"Sep 1st, 2013",2013,1909.090909090909
Xeon E5-2643,4,8,3500,32.0,130,"Mar 6th, 2012",2012,875.0
Xeon E5-2640 v2,8,16,2000,22.0,95,"Sep 1st, 2013",2013,1454.5454545454545
Xeon E5-2640,6,12,3000,32.0,95,"Mar 6th, 2012",2012,1125.0
Xeon E5-2637 v2,4,8,3500,22.0,130,"Sep 1st, 2013",2013,1272.7272727272727
Xeon E5-2637,2,4,3500,32.0,80,"Mar 6th, 2012",2012,437.5
Xeon E5-2630L v2,6,12,2400,22.0,60,"Sep 1st, 2013",2013,1309.090909090909
Xeon E5-2630L,6,12,2500,32.0,60,"Mar 6th, 2012",2012,937.5
Xeon E5-2630 v2,6,12,2600,22.0,80,"Sep 1st, 2013",2013,1418.1818181818182
Xeon E5-2630,6,12,2800,32.0,95,"Mar 6th, 2012",2012,1050.0
Xeon E5-2628L V3,10,20,2500,22.0,75,"Sep 8th, 2014",2014,2272.7272727272725
Xeon E5-2620 v2,6,12,2100,22.0,80,"Sep 1st, 2013",2013,1145.4545454545455
Xeon E5-2620,6,12,2500,32.0,95,"Mar 6th, 2012",2012,937.5
Xeon E5-2609 v2,4,4,2500,22.0,80,"Sep 1st, 2013",2013,454.54545454545456
Xeon E5-2609,4,4,2400,32.0,80,"Mar 6th, 2012",2012,300.0
Xeon E5-2603 v2,4,4,1800,22.0,80,"Sep 1st, 2013",2013,327.27272727272725
Xeon E5-2603,4,4,1800,32.0,80,"Mar 6th, 2012",2012,225.0
Xeon E5-2470 v2,10,20,2400,22.0,95,"Sep 1st, 2013",2013,2181.818181818182
Xeon E5-2470,8,16,3100,32.0,95,"May 14th, 2012",2012,1550.0
Xeon E5-2450L,8,16,2300,32.0,70,"May 14th, 2012",2012,1150.0
Xeon E5-2450 v2,8,16,2500,22.0,95,"Sep 1st, 2013",2013,1818.1818181818182
Xeon E5-2450,8,16,2900,32.0,95,"May 14th, 2012",2012,1450.0
Xeon E5-2448L,8,16,2100,32.0,70,"May 14th, 2012",2012,1050.0
Xeon E5-2440 v2,8,16,1900,22.0,95,"Sep 1st, 2013",2013,1381.8181818181818
Xeon E5-2440,6,12,2900,32.0,95,"May 14th, 2012",2012,1087.5
Xeon E5-2430L,6,12,2500,32.0,60,"May 14th, 2012",2012,937.5
Xeon E5-2430 v2,6,12,2500,22.0,80,"Sep 1st, 2013",2013,1363.6363636363637
Xeon E5-2430,6,12,2700,32.0,95,"May 14th, 2012",2012,1012.5
Xeon E5-2428L,6,12,2000,32.0,60,"May 14th, 2012",2012,750.0
Xeon E5-2420 v2,6,12,2200,22.0,80,"Sep 1st, 2013",2013,1200.0
Xeon E5-2420,6,12,2400,32.0,95,"May 14th, 2012",2012,900.0
Xeon E5-2418L,4,8,2100,32.0,50,"May 14th, 2012",2012,525.0
Xeon E5-2407 v2,4,4,2400,22.0,80,"Sep 1st, 2013",2013,436.3636363636364
Xeon E5-2407,4,8,2200,32.0,80,"May 14th, 2012",2012,550.0
Xeon E5-2403 v2,4,4,1800,22.0,80,"Sep 1st, 2013",2013,327.27272727272725
Xeon E5-2403,4,8,1800,32.0,80,"May 14th, 2012",2012,450.0
Xeon E5-1691 V3,14,28,3400,22.0,135,"Sep 8th, 2014",2014,4327.272727272727
Xeon E5-1686 V3,12,24,3300,22.0,135,"Sep 8th, 2014",2014,3600.0
Xeon E5-1681 V3,10,20,3500,22.0,135,"Sep 8th, 2014",2014,3181.818181818182
Xeon E5-1680 v2,8,16,3900,22.0,130,"Sep 10th, 2013",2013,2836.3636363636365
Xeon E5-1660 v2,6,12,4000,22.0,130,"Sep 10th, 2013",2013,2181.818181818182
Xeon E5-1660,6,12,3900,32.0,130,"Mar 6th, 2012",2012,1462.5
Xeon E5-1650 v2,6,12,3900,22.0,130,"Sep 10th, 2013",2013,2127.2727272727275
Xeon E5-1650,6,12,3800,32.0,130,"Mar 6th, 2012",2012,1425.0
Xeon E5-1620 v2,4,8,3900,22.0,130,"Sep 10th, 2013",2013,1418.1818181818182
Xeon E5-1620,4,8,3800,32.0,130,"Mar 6th, 2012",2012,950.0
Xeon E5-1607 v2,4,4,3000,22.0,130,"Sep 10th, 2013",2013,545.4545454545455
Xeon E5-1428L,6,12,1800,32.0,60,"May 14th, 2012",2012,675.0
Xeon E5-1410,4,8,3200,32.0,80,"May 14th, 2012",2012,800.0
Xeon E3-1290 v2,4,8,4100,22.0,87,"May 14th, 2012",2012,1490.909090909091
Xeon E3-1290,4,8,4000,32.0,95,"May 29th, 2011",2011,1000.0
Xeon E3-1285L v3,4,8,3900,22.0,65,"Jun 2nd, 2013",2013,1418.1818181818182
